,Nationality,Title,Artist,BeginDate,EndDate,Gender,Date,Department
12018,Japanese,Untitled,Ay-O,1931.0,,Male,1966,Prints & Illustrated Books
12019,American,CALLIGRAPHIC STUDY III from the series CALLIGRAPHIC STUDIES,Robert Motherwell,1915.0,1991.0,Male,1976,Prints & Illustrated Books
12020,French,Untitled (man on horsedrawn carriage),Eugène Atget,1857.0,1927.0,Male,1900,Photography
12021,French,"Variants of in-text plates for the 1944 edition (volume II, folio 46) from PASIPHAÉ",Henri Matisse,1869.0,1954.0,Male,1962,Prints & Illustrated Books
12022,American,Body Parts,Donald Sultan,1951.0,,Male,1994,Prints & Illustrated Books
12023,American,"Elevator Garage, Chicago",John Gutmann,1905.0,1998.0,Male,1936,Photography
12024,Venezuelan,Untitled,Gego (Gertrud Goldschmidt),1912.0,1994.0,Female,1966,Prints & Illustrated Books
12025,American,Calling Man Ray,William Wegman,1943.0,,Male,1974,Media and Performance Art
12026,American,Untitled from Poem Posters,Charles Henri Ford,1908.0,2002.0,Male,1964,Prints & Illustrated Books
12027,American,Untitled,Al Taylor,1948.0,1999.0,Male,1988,Painting & Sculpture
12028,Russian,"PORTRAIT OF ZEJTL (TEVIA'S DAUGHTER), plate 17 (folio 22) from TEVIA THE MILKMAN, Volume I",Anatoli Lvovich Kaplan,1902.0,1980.0,Male,1959,Prints & Illustrated Books
12029,German,"Pst, Ich Denke",Werner Büttner,1954.0,,Male,1989,Drawings
12030,Various,Poster of the French National Railroad,Album-miscellaneous,,,Gender Unknown,1922,Architecture & Design
12031,British,Footsie,Cecily Brown,1969.0,,Female,2000,Prints & Illustrated Books
12032,American,Tract House #10,Lewis Baltz,1945.0,2014.0,Male,1971,Photography
12033,American,"Variant of Selected Details After Rodin from The Large Glass and Related Works, Vol. II",Marcel Duchamp,1887.0,1968.0,Male,1968,Prints & Illustrated Books
12034,American,"Wolf House, Gubin, Poland (Basement plan [final version])",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1926,Architecture & Design
12035,American,Ruler,Jasper Johns,1930.0,,Male,1966,Prints & Illustrated Books
12036,Russian,Plavaiushchie puteshestvuiushchie. Roman (Swimming Voyagers: A Novel),Natan Al'tman,1889.0,1971.0,Male,1923,Prints & Illustrated Books
12037,American,Go Great Western to Devonshire,E. McKnight Kauffer,1890.0,1954.0,Male,1932,Architecture & Design
12038,Colombian,Wrapper front from LOS SIETE PECADOS CAPITALES,Leonel Gongora,1932.0,,Male,1986,Prints & Illustrated Books
12039,Czech,Globe Shelf,Milan Knížák,1940.0,,Male,1979,Prints & Illustrated Books
12040,Mexican,"Maguey, Muro, Nube",Manuel Álvarez Bravo,1902.0,2002.0,Male,1975,Photography
12041,American,Possible Models,Jenny Perlin,1970.0,,Female,2004,Media and Performance Art
12042,German,Work Drawing: 50 x 50 m Cross,Franz Erhard Walther,1939.0,,Male,1969,Drawings
12043,American,No Title (Publish the truth...),Raymond Pettibon,1957.0,,Male,1986,Drawings
12044,American,Untitled from Vanish,Sol LeWitt,1928.0,2007.0,Male,1994,Prints & Illustrated Books
12045,American,Trumpet Weed,Ree Morton,1936.0,1977.0,Female,1974,Drawings
12046,French,Versailles,Eugène Atget,1857.0,1927.0,Male,1922,Photography
12047,American,Murder by Death,Robert Moore,1927.0,1984.0,Male,1976,Film
12048,British,Traveling Salesman,Julian Lethbridge,1947.0,,Male,1995,Prints & Illustrated Books
12049,American,"Indiantown, Fl, #17",Bruce Bennet,1961.0,,Male,1990,Photography
12050,Venezuelan,Love,Marisol (Marisol Escobar),1930.0,2016.0,Female,1962,Painting & Sculpture
12051,French,Les lithographies de Jean Dubuffet sont exposées chez Berggruen,Jean Dubuffet,1901.0,1985.0,Male,1961,Architecture & Design
12052,American,Eleanor,Harry Callahan,1912.0,1999.0,Male,1953,Photography
12053,American,Untitled from Blank Signs,Edward Ruscha,1937.0,,Male,2004,Prints & Illustrated Books
12054,Norwegian,Miss K. (Fräulein K.),Rolf Nesch,1893.0,1975.0,Male,1926,Prints & Illustrated Books
12055,Colombian,"Untitled (mattress, drying rack, cheap white folding chair and two expensive black folding chairs)",Gabriel Sierra,1975.0,,Male,2013,Painting & Sculpture
12056,French,"The Painter Emile Noirot (1853-1924), St. Etienne, France",Félix Thiollier,1842.0,1914.0,Male,1900,Photography
12057,Spanish,"Marion (plate, facing page 84) from D'Ariane à Zoé",Mariano Andreù,1888.0,1976.0,Male,1930,Prints & Illustrated Books
12058,American,For Roebling,Mark di Suvero,1933.0,,Male,1971,Painting & Sculpture
12059,French,"Harlequin Diplomat , plate from the illustrated book Toupies",Jean Lurçat,1892.0,1966.0,Male,1925,Prints & Illustrated Books
12060,,Festons und Dekorative Gruppen,Unknown,,,Gender Unknown,1893,Photography
12061,French,Plate (page 83) from LE DIT DU VIEUX MARIN,André Masson,1896.0,1987.0,Male,1948,Prints & Illustrated Books
12062,Argentine,REPORT OF THE BLIND,Osvaldo Romberg,1938.0,,Male,1966,Prints & Illustrated Books
12063,Romanian,Variation,Dietrich Sayler,,,Male,1975,Prints & Illustrated Books
12064,American,In-text plate (folio 34) from THE DONKEY AND THE DARLING,Larry Rivers,1923.0,2002.0,Male,1972,Prints & Illustrated Books
12065,American,Avoid Living the Lyric,Jennifer T. Ley,1953.0,,Female,1980,Film
12066,German,Untitled from Placebos,Thomas Schütte,1954.0,,Male,2011,Prints & Illustrated Books
12067,French,LES HALLES. PETITE MARCHANDE DE LÉGUMES,Eugène Atget,1857.0,1927.0,Male,1910,Photography
12068,American,Belding Blocks (Casement cloth),Emily Belding,1904.0,1999.0,Female,1954,Architecture & Design
12069,French,Versailles -- Coin de Parc,Eugène Atget,1857.0,1927.0,Male,1901,Photography
12070,French,MARC CHAGALL,Marc Chagall,1887.0,1985.0,Male,1946,Prints & Illustrated Books
12071,American,Study for Imperfect Painting,Roy Lichtenstein,1923.0,1997.0,Male,1986,Drawings
12072,American,"Untitled, Chicago",Harry Callahan,1912.0,1999.0,Male,1960,Photography
12073,Spanish,Plate (page 29) from PARLER SEUL,Joan Miró,1893.0,1983.0,Male,1949,Prints & Illustrated Books
12074,Croatian,Isaac Newton (Poster from The Development of Scientific Thought series),Boris Bućan,1947.0,,Male,1972,Architecture & Design
12075,American,Plate (folio 89) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,1943.0,,Male,1973,Prints & Illustrated Books
12076,French,"A Man of the People, a Savage (Un Homme du peuple, un sauvage)",Odilon Redon,1840.0,1916.0,Male,1887,Prints & Illustrated Books
12077,French,"THE OCTOPUS (headpiece, folio 26) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,1877.0,1953.0,Male,1921,Prints & Illustrated Books
12078,Belgian,Plate 8 (supplementary suite) from L'AVENIR DE LA PROPRIÉTÉ,Pierre Alechinsky,1927.0,,Male,1972,Prints & Illustrated Books
12079,French,SAINT ROCH. GRILLE DE LA CHAIRE,Eugène Atget,1857.0,1927.0,Male,1912,Photography
12080,American,"Behind Main Street, Montezuma, Georgia",William Eggleston,1939.0,,Male,1976,Photography
12081,Dutch,Soft Vase,Hella Jongerius,1963.0,,Female,1994,Architecture & Design
12082,American,Study for Flume of Destiny,Arthur B. Davies,1862.0,1928.0,Male,1910,Drawings
12083,,Formalizm v zhivopisi,Russian Book Collection,,,Gender Unknown,1933,Prints & Illustrated Books
12084,Dutch,Art & Project Bulletin #46,Jan Dibbets,1941.0,,Male,1971,Prints & Illustrated Books
12085,German,Reflecting Window (Spiegelndes Fenster),Paul Klee,1879.0,1940.0,Male,1915,Prints & Illustrated Books
12086,,Untitled,Unknown,,,Gender Unknown,1950,Photography
12087,French,"Pictorial ornament (volume II, page 143) from LES GÉORGIQUES",Aristide Maillol,1861.0,1944.0,Male,1929,Prints & Illustrated Books
12088,Japanese,Crane and Coolie,Hakuyo Fuchigami,1889.0,1960.0,Male,1929,Photography
12089,American,"Life at home & in nature, a new catalogue of books and manuscripts…c. 1503-2002….Catalogue eight",Ben Kinmont,1963.0,,Male,2003,Prints & Illustrated Books
12090,German,The Theater Lobby (Das Theaterfoyer) from Trip to Berlin 1922 (Berliner Reise 1922),Max Beckmann,1884.0,1950.0,Male,1922,Prints & Illustrated Books
12091,French,"THE SEA (in-text plate, page 15) and SHADOWS (tailpiece, page 15) from LE FLEUVE",Édouard Manet,1832.0,1883.0,Male,1874,Prints & Illustrated Books
12092,Russian,Untitled,Varvara Stepanova,1894.0,1958.0,Female,1920,Prints & Illustrated Books
12093,American,Title page from Album,Terry Winters,1949.0,,Male,1988,Prints & Illustrated Books
12094,British,Knotted Chain,Pat Keely,,,Male,1943,Architecture & Design
12095,American,Untitled from Gloria,Alex Katz,1927.0,,Male,2005,Prints & Illustrated Books
12096,American,The Ossified Theosophied,Trenton Doyle Hancock,1974.0,,Male,2005,Prints & Illustrated Books
12097,Spanish,"The Bull (Le Taureau), state VII",Pablo Picasso,1881.0,1973.0,Male,1945,Prints & Illustrated Books
12098,American,"Kern County, California",Dorothea Lange,1895.0,1965.0,Female,1938,Photography
12099,American,ORIZABA,"George Overbury (""Pop"") Hart",1868.0,1933.0,Male,1925,Prints & Illustrated Books
12100,American,Keyboard Dances,Philip Corner,1933.0,,Male,1963,Prints & Illustrated Books
12101,French,SAINT NICOLAS DU CHARDONNET. PORTE DÉTAIL,Eugène Atget,1857.0,1927.0,Male,1920,Photography
12102,French,Plantes exotiques,Eugène Atget,1857.0,1927.0,Male,1924,Photography
12103,American,"Straightback Chair, The Home Place",Wright Morris,1910.0,1998.0,Male,1947,Photography
12104,Italian,Plate (folio 8) from UN MILLIMETRO,Pietro Consagra,1920.0,2005.0,Male,1971,Prints & Illustrated Books
12105,American,Rhythms in Barbara,Lynn Bowers,1932.0,,Male,1970,Painting & Sculpture
12106,American,"Plate 7 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,1911.0,2010.0,Female,1997,Prints & Illustrated Books
12107,British,Henry Avoiding the Sun,David Hockney,1937.0,,Male,1975,Photography
12108,Russian,Neo Futurism,Peter Bankov,1969.0,,Male,2015,Architecture & Design
12109,Swiss,Gazing Head,Alberto Giacometti,1901.0,1966.0,Male,1928,Painting & Sculpture
12110,American,Plate (folio 76 recto) from In Memory of My Feelings,Philip Guston,1913.0,1980.0,Male,1967,Prints & Illustrated Books
12111,American,"Clouds, Utah",Dorothea Lange,1895.0,1965.0,Female,1938,Photography
12112,American,Page 13 from CATALOGUE OF PRINTS,Jean Charlot,1898.0,1979.0,Male,1935,Prints & Illustrated Books
12113,Thai,"untitled (the days of this society is numbered / December 7, 2012)",Rirkrit Tiravanija,1961.0,,Male,2014,Drawings
12114,Belgian,"Duplicate of plate from folio 32 (supplementary suite, plate 25) from LA VILLE",Frans Masereel,1889.0,1972.0,Male,1925,Prints & Illustrated Books
12115,Spanish,Headpiece (colophon) from PARLER SEUL,Joan Miró,1893.0,1983.0,Male,1949,Prints & Illustrated Books
12116,Israeli,"Scopes of Blue, Red, Yellow",Benni Efrat,,,Male,1974,Prints & Illustrated Books
12117,American,Sense and Sense,Emily Roysdon,,,Gender Unknown,2010,Media and Performance Art
12118,German,Untitled from Tailleur de Coeur,Rebecca Horn,1944.0,,Female,1998,Prints & Illustrated Books
12119,Cuban,"Plate 4 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",Augustin Càrdenas,1927.0,2001.0,Male,1962,Prints & Illustrated Books
12120,French,"Proof of 5th color for Plate 13 (supplementary suite, plate 164) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,1887.0,1985.0,Male,1944,Prints & Illustrated Books
12121,French,Plate (page 75) from VISAGES,Henri Matisse,1869.0,1954.0,Male,1946,Prints & Illustrated Books
12122,American,"First state of The Bride Stripped Bare... from The Large Glass and Related Works, Vol. II",Marcel Duchamp,1887.0,1968.0,Male,1968,Prints & Illustrated Books
12123,Spanish,Partial Female Figure (Fragment de corps de femme),Pablo Picasso,1881.0,1973.0,Male,1931,Prints & Illustrated Books
12124,German,Self-Portrait (Selbstbildnis),Max Beckmann,1884.0,1950.0,Male,1922,Prints & Illustrated Books
12125,Argentine,Staff,Jorge Macchi,1963.0,,Male,1993,Painting & Sculpture
12126,American,WESTERN DUO,Gregory Masurovsky,1929.0,2009.0,Male,1969,Prints & Illustrated Books
12127,American,Project Series: Félix Fénéon,Ben Kinmont,1963.0,,Male,2009,Prints & Illustrated Books
12128,German,Our Father / which art / in heaven (Vaterunser / Der Du bist / im Himmel) from The Lord's Prayer (Das Vater Unser),Max Pechstein,1881.0,1955.0,Male,1921,Prints & Illustrated Books
12129,American,Plate (folio 22 verso) from POEMS,Willem de Kooning,1904.0,1997.0,Male,1978,Prints & Illustrated Books
12130,French,Fête du Trône,Eugène Atget,1857.0,1927.0,Male,1923,Photography
12131,Mexican,Dance of the Half Moon,Fernando Leal,1896.0,1964.0,Male,1923,Prints & Illustrated Books
12132,American,Wise Quackers,Friz Freleng,1905.0,1995.0,Male,1949,Film
12133,British,Newlands Corner. Everywhere You Go You Can Be Sure of Shell,John Armstrong,1893.0,1973.0,Male,1932,Architecture & Design
12134,American,The Guilty Girl Is Fragile,Louise Bourgeois,1911.0,2010.0,Female,2000,Prints & Illustrated Books
12135,American,Pusher,Benny Andrews,1930.0,2006.0,Male,1972,Prints & Illustrated Books
12136,American,Untitled,Tetsuo Ochikubo,1923.0,1975.0,Male,1961,Prints & Illustrated Books
12137,American,Barges,Louise Bourgeois,1911.0,2010.0,Female,1989,Prints & Illustrated Books
12138,German,Against Fun Sport,Peter Stauss,1966.0,,Male,2002,Drawings
12139,,Kamikaze 1989,Wolf Gremm,,,Male,1981,Film
12140,American,Sugar Daddy,Suzanne McClelland,1959.0,,Female,2005,Prints & Illustrated Books
12141,American,Note III from Notes,Barnett Newman,1905.0,1970.0,Male,1968,Prints & Illustrated Books
12142,American,"K'UN (in-text plate, folio 5) from I CHING",Sheila Isham,1927.0,,Female,1969,Prints & Illustrated Books
12143,French,In-text plate (page 223) from LA 628-E8,Pierre Bonnard,1867.0,1947.0,Male,1908,Prints & Illustrated Books
12144,Swiss,Untitled,Alberto Giacometti,1901.0,1966.0,Male,1951,Drawings
12145,American,Bowl,James Prestini,1908.0,1993.0,Male,1945,Architecture & Design
12146,British,Associations,John Smith,1952.0,,Male,1975,Media and Performance Art
12147,French,Tailpiece (page 119) from POÈSIES ANTILLAISES,Henri Matisse,1869.0,1954.0,Male,1959,Prints & Illustrated Books
12148,French,La Goulue Before the Court (La Goulue devant le Tribunal),Henri de Toulouse-Lautrec,1864.0,1901.0,Male,1899,Prints & Illustrated Books
12149,American,Untitled from the portfolio CHARADES,Jacob Landau,1917.0,2001.0,Male,1965,Prints & Illustrated Books
12150,American,Device,Jasper Johns,1930.0,,Male,1972,Prints & Illustrated Books
12151,American,"Kevin Gordon; 37 years old; Oakland, California; $40",Philip-Lorca diCorcia,1951.0,,Male,1991,Photography
12152,American,Subway Portrait,Walker Evans,1903.0,1975.0,Male,1940,Photography
12153,French,Table of Contents from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages),Jean (Hans) Arp,1886.0,1966.0,Male,1923,Prints & Illustrated Books
12154,Italian,Steps,Lauretta Vinciarelli,1943.0,2012.0,Female,1989,Architecture & Design
12155,American,Untitled from Vanish,Sol LeWitt,1928.0,2007.0,Male,1994,Prints & Illustrated Books
12156,American,Plate VI from DIES IRAE,Peter Lipman-Wulf,1905.0,,Male,1956,Prints & Illustrated Books
12157,German,The Street (Die Straße) (plate 25) from the illustrated book Deutsche Graphiker der Gegenwart (German Printmakers of Our Time),Max Unold,1885.0,1964.0,Male,1920,Prints & Illustrated Books
12158,French,"Bagneux, vieille rue",Eugène Atget,1857.0,1927.0,Male,1901,Photography
12159,American,Study for 'White' series,Glenn Ligon,1960.0,,Male,1996,Drawings
12160,Australian,Doodle-Dot textile,Frank Hinder,1908.0,1992.0,Male,1947,Architecture & Design
12161,Colombian,Untitled,Mateo López,1978.0,,Male,2009,Drawings
12162,Colombian,Untitled #101,José Antonio Suárez Londoño,1955.0,,Male,1994,Prints & Illustrated Books
12163,German,SPACE AND FIGURES,Bernhard Heiliger,1915.0,1995.0,Male,1960,Prints & Illustrated Books
12164,American,"Weissenhof Apartment House, ""The Dwelling"" Exhibition, Stuttgart, Germany, Plan and elevation (House plan)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1926,Architecture & Design
12165,American,Landscape from the portfolio 69,Allan D'Arcangelo,1930.0,1998.0,Male,1969,Prints & Illustrated Books
12166,American,"Nobilissima Visione or St. Francis, design for ballet",Pavel Tchelitchew,1898.0,1957.0,Male,1938,Drawings
12167,British,Watchers,Lynn Chadwick,1914.0,2003.0,Male,1960,Drawings
12168,French,Rue Lanneau,Eugène Atget,1857.0,1927.0,Male,1925,Photography
12169,American,"Serving Cart (Perspective sketches, elevation sketch)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1936,Architecture & Design
12170,Russian,Double page plate (between pages 96 and 97) from Vertogradari Nad Lozami (Gardeners over the Vines),Natalia Goncharova,1881.0,1962.0,Female,1913,Prints & Illustrated Books
12171,French,Fireworks (plate VI) from The World's Fair (L'Exposition Universelle),Félix Vallotton,1865.0,1925.0,Male,1901,Prints & Illustrated Books
12172,Chilean,Plate (folio 52) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,1911.0,2002.0,Male,1991,Prints & Illustrated Books
12173,Spanish,Plate (page 61) from De Mémoire d'homme,Pablo Picasso,1881.0,1973.0,Male,1950,Prints & Illustrated Books
12174,French,Floods of the Old and New World,Cyprien Gaillard,1980.0,,Male,2011,Photography
12175,French,"Study for Cinematic Mural, Study IV",Fernand Léger,1881.0,1955.0,Male,1938,Drawings
12176,American,Isadora Duncan,Abraham Walkowitz,1878.0,1965.0,Male,1932,Drawings
12177,French,Portrait of Curt Valentin,André Masson,1896.0,1987.0,Male,1946,Prints & Illustrated Books
12178,South African,Blind Justice from Disasters of Peace,Diane Victor,1964.0,,Female,2001,Prints & Illustrated Books
12179,American,"Spider Web, Aix-en-Provence",Harry Callahan,1912.0,1999.0,Male,1958,Photography
12180,French,UN COIN DE LA RUE SAINT SEVERIN ET DE LA RUE SAINT JACQUES,Eugène Atget,1857.0,1927.0,Male,1912,Photography
